时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-04-07 22:42:08.299	WT901BLE67(D2:26:08:77:94:1B)	0.002911736600605833	0.008816109744817627	1.0268526557727713	-0.7176550352637174	1.2091135744970238	-1.786777118379055	-0.5349365393958347	0.7756780983114966	0.5743234020016442	41.5	97.1	-129.093	1.0	0.0	0.0	0.0	25.8	10080.1.20	90
2025-04-07 22:42:08.390	WT901BLE67(D2:26:08:77:94:1B)	0.007056046182783371	0.01163271407800283	1.0161902470823265	-0.16673010658687792	0.9896441339242876	0.3608511772973456	-1.6675247022116229	-0.6354217595783167	-0.20830933304648996	41.5	97.1	-129.093	0.9999944788077181	0.0	0.0	0.00332300377373869	25.8	10080.1.20	90
2025-04-07 22:42:08.481	WT901BLE67(D2:26:08:77:94:1B)	0.0018708265958185333	-0.011155357182137081	1.0233434144234541	1.3531982694468463	0.6285900148566391	0.08588302751668721	-0.9885317714591155	0.5253534502180104	-0.15200605053652702	41.5	97.1	-129.093	0.9999779188499225	0.0	0.0	0.00664543546939116	25.8	10080.1.20	90
2025-04-07 22:42:08.572	WT901BLE67(D2:26:08:77:94:1B)	-0.014679461332587742	-0.007327622216465716	1.0200692390560577	-0.38556393978352677	0.9666046150732125	-1.747506568465344	0.5117745656277823	0.4234694068745653	2.213603367844806	41.5	97.1	-129.093	0.9999503309812737	0.0	0.0	0.009966723154634708	25.8	10080.1.20	90
2025-04-07 22:42:08.663	WT901BLE67(D2:26:08:77:94:1B)	-0.0013262057341025466	-0.004571115300846341	1.0191594486127755	-1.160647722609276	2.029532767405498	1.5763703220335423	1.044521528814898	-0.23673422690714988	-0.09013402026771872	41.5	97.1	-129.093	0.9999117332845745	0.0	0.0	0.01328629518857084	25.8	10080.1.20	90
2025-04-07 22:42:08.754	WT901BLE67(D2:26:08:77:94:1B)	-0.0034571849949287833	-0.007948002900779029	1.0117023823852658	-0.4544427350158226	-0.4352379605826665	0.6957316271673827	-0.009984444601351283	-0.4742544800917822	0.7196695748694586	41.5	97.1	-129.093	0.99986215105833	0.0	0.0	0.016603580367180463	25.8	10080.1.20	90
2025-04-07 22:42:08.845	WT901BLE67(D2:26:08:77:94:1B)	0.0018177556687296356	-0.003428841462231547	1.0144904010740619	-1.0573621685042498	0.08961549048716753	1.3863626679806111	0.30840515324048084	1.1172205530719501	1.5283304825602215	41.5	97.1	-129.093	0.999801616799345	0.0	0.0	0.019918008068471167	25.8	10080.1.20	90
2025-04-07 22:42:08.936	WT901BLE67(D2:26:08:77:94:1B)	0.004978205290472047	-0.016091675950181045	1.0351724009639471	0.11420162262372369	1.9130010161097373	1.2643605021305717	0.0399183078068047	0.260764023447705	-0.5060078139079616	41.5	97.1	-129.093	0.9997301701803752	0.0	0.0	0.023229008397214573	25.8	10080.1.20	90
2025-04-07 22:42:09.027	WT901BLE67(D2:26:08:77:94:1B)	0.003410367322335548	-0.002442382334720949	1.0250319661473384	-0.182231241249047	1.1628734713761695	-0.7892854994951919	0.5121974778923276	-1.6586210940046227	-1.2906027673319747	41.5	97.1	-129.093	0.999647858022847	0.0	0.0	0.026536012329172402	25.8	10080.1.20	90
2025-04-07 22:42:09.118	WT901BLE67(D2:26:08:77:94:1B)	-0.009563319547257499	-0.023339765901871694	1.0245734648479528	-0.05212883670368511	0.9617100823741759	0.6564184809769513	0.5745220481907158	1.8051892525160298	0.2856247228938765	41.5	97.1	-129.093	0.9995547342646696	0.0	0.0	0.02983845185471036	25.8	10080.1.20	90
