时间	设备名称	加速度X(g)	加速度Y(g)	加速度Z(g)	角速度X(°/s)	角速度Y(°/s)	角速度Z(°/s)	角度X(°)	角度Y(°)	角度Z(°)	磁场X(uT)	磁场Y(uT)	磁场Z(uT)	四元数0()	四元数1()	四元数2()	四元数3()	温度(°C)	版本号()	电量(%)
2025-04-07 22:42:08.299	WT901BLE67(D2:26:08:77:94:1D)	0.001070539348746292	0.007811017772010371	1.012448453963896	0.4919940322102048	-0.07712523554836967	-0.6145659372125275	-0.7942901063067364	0.5069227690187829	-0.08942980984833376	41.5	97.1	-129.093	1.0	0.0	0.0	0.0	25.8	10080.1.20	90
2025-04-07 22:42:08.390	WT901BLE67(D2:26:08:77:94:1D)	0.0008304394158346059	-0.009106351478919979	1.03853792492554	1.096333342413058	-0.5859658178795031	0.3653861335279845	-0.9660518945914783	0.25319958204122983	0.9425715616030969	41.5	97.1	-129.093	0.99986215105833	0.0	0.0	0.016603580367180463	25.8	10080.1.20	90
2025-04-07 22:42:08.481	WT901BLE67(D2:26:08:77:94:1D)	-0.004443863924029925	0.0009132654948710154	1.0193486573377626	-2.130288274208107	0.05398195119881944	-0.3650951750168874	1.183886747630217	1.322642641059912	1.4024883861074975	41.5	97.1	-129.093	0.9994508599231666	0.0	0.0	0.03313576012170001	25.8	10080.1.20	90
2025-04-07 22:42:08.572	WT901BLE67(D2:26:08:77:94:1D)	-0.0011438558756556117	0.00946993942693248	1.0013365895722675	-0.3563387307038315	1.0052569984605981	-0.2912601570487097	0.32914544266180595	-0.4857741106665194	0.779928405095371	41.5	97.1	-129.093	0.9987728549456957	0.0	0.0	0.04952559160297172	25.8	10080.1.20	90
2025-04-07 22:42:08.663	WT901BLE67(D2:26:08:77:94:1D)	0.0025064856363272766	0.0021987022792957205	1.0188838499255182	0.21020610284385516	0.5378057431505049	0.48837509246756367	-1.4123525516918893	1.422576812768095	-0.38009366203722933	41.5	97.1	-129.093	0.9978392217631663	0.0	0.0	0.0657030251288219	25.8	10080.1.20	90
2025-04-07 22:42:08.754	WT901BLE67(D2:26:08:77:94:1D)	0.0043976342877942495	0.0013601851067093723	1.0149528250758235	0.3388985320471091	0.050595681679336466	0.9593256825164054	-0.341697044323251	1.1577272078135983	0.5444046690895231	41.5	97.1	-129.093	0.9966652135832565	0.0	0.0	0.08159933843507268	25.8	10080.1.20	90
2025-04-07 22:42:08.845	WT901BLE67(D2:26:08:77:94:1D)	-0.0035733448370704472	0.002639505634423456	1.0186881040765272	-0.07897752633128165	1.005842275446493	0.21294278235662567	-0.4956716906561701	-1.281620646881641	-0.17078828654498648	41.5	97.1	-129.093	0.9952699909140507	0.0	0.0	0.09714754338605504	25.8	10080.1.20	90
2025-04-07 22:42:08.936	WT901BLE67(D2:26:08:77:94:1D)	0.014010825800152338	-0.0017115442854591142	1.0069823456243683	-0.8854094116086259	-1.5463287505186833	-0.17750799210092466	-0.5441825483458408	-0.3313843680891105	-0.5303620885134827	41.5	97.1	-129.093	0.9936762958861842	0.0	0.0	0.11228276356552927	25.8	10080.1.20	90
2025-04-07 22:42:09.027	WT901BLE67(D2:26:08:77:94:1D)	0.011457491411482366	0.0022730520272793895	1.011017530307203	0.4781201137783461	-0.35646498755038225	-0.6938164806283319	-0.3936127118672284	0.34108063927502713	1.0189060374834	41.5	97.1	-129.093	0.9919100675289684	0.0	0.0	0.12694257731225314	25.8	10080.1.20	90
2025-04-07 22:42:09.118	WT901BLE67(D2:26:08:77:94:1D)	0.025387327922949364	-3.6093503245360567e-05	1.0101080441639643	-2.240784255614832	0.21418389152248204	-0.5827878824092733	-0.44792557594065235	0.1165677494912259	0.37633955326531965	41.5	97.1	-129.093	0.990000005402219	0.0	0.0	0.14106732188429183	25.8	10080.1.20	90
